folder,dta,pos,variable,label,col_type
10y,bcs3_special_needs.dta,62,I1602,QB1B-REASON FOR ABSENCE HARDSHIP,dbl+lbl
10y,bcs3_special_needs.dta,63,I1603,QB1B-REASON FOR ABSENCE HELP FMLY,dbl+lbl
10y,bcs3_special_needs.dta,64,I1604,QB1B-REASON FOR ABSENCE NOT KNOWN,dbl+lbl
10y,bcs3_special_needs.dta,65,I1605,QB1B-REASON FOR ABSENCE OTHER,dbl+lbl
10y,bcs3_special_needs.dta,66,I1618,QB2-SCALE POPULAR,dbl+lbl
10y,bcs3_special_needs.dta,67,I1619,QB2-SCALE FRIENDS,dbl+lbl
10y,bcs3_special_needs.dta,68,I1620,QB2-SCALE BOLDNESS,dbl+lbl
10y,bcs3_special_needs.dta,69,I1621,QB2-SCALE COOPERATIVE,dbl+lbl
10y,bcs3_special_needs.dta,70,I1622,QB3-SCALE NEGOTIATE BEHAVIOUR,dbl+lbl
10y,bcs3_special_needs.dta,71,I1623,QC1-SCALE DAYDREAMING,dbl+lbl
10y,bcs3_special_needs.dta,72,I1624,QC2-SCALE AFRAID OF NEW SITUATIONS,dbl+lbl
10y,bcs3_special_needs.dta,73,I1625,QC3-SCALE CANNOT CONCENTRATE,dbl+lbl
10y,bcs3_special_needs.dta,74,I1626,QC4-SCALE WETTING PANTS,dbl+lbl
10y,bcs3_special_needs.dta,75,I1627,QC5-SCALE COMPLAINS,dbl+lbl
10y,bcs3_special_needs.dta,76,I1628,QC6-SCALE TRIPS FALLS BUMPS,dbl+lbl
10y,bcs3_special_needs.dta,77,I1629,QC7-SCALE WORKS DEFTLY WITH HANDS,dbl+lbl
10y,bcs3_special_needs.dta,78,I1630,QC8-SCALE TEMPER OR UNPREDICTABLE,dbl+lbl
10y,bcs3_special_needs.dta,79,I1631,"QC31,QC9) TEASES OTHER CHILDREN",dbl+lbl
10y,bcs3_special_needs.dta,80,I1632,QC10-SCALE CLUMSY AT GAMES,dbl+lbl
10y,bcs3_special_needs.dta,81,I1633,QC11-SCALE CRIES FOR LITTLE CAUSE,dbl+lbl
10y,bcs3_special_needs.dta,82,I1634,QC12-SCALE BORED DURING CLASS,dbl+lbl
10y,bcs3_special_needs.dta,83,I1635,QC13-SHOWS PERSEVERANCE,dbl+lbl
10y,bcs3_special_needs.dta,84,I1636,QC14-SCALE DIFFICULTY KICKING BALL,dbl+lbl
10y,bcs3_special_needs.dta,85,I1637,QC15-SCALE DRESSES COMPETENTLY,dbl+lbl
10y,bcs3_special_needs.dta,86,I1638,QC16-SCALE INTERFERES WITH OTHERS,dbl+lbl
10y,bcs3_special_needs.dta,87,I1639,QC17-SCALE CONFUSED OR HESITANT,dbl+lbl
10y,bcs3_special_needs.dta,88,I1640,QC18-SCALE DIFFICULTY PICKING UP,dbl+lbl
10y,bcs3_special_needs.dta,89,I1641,QC19-SCALE BEHAVES NERVOUSLY,dbl+lbl
10y,bcs3_special_needs.dta,90,I1642,QC20-SCALE FUSSY OR OVER-PARTICULARY,dbl+lbl
10y,bcs3_special_needs.dta,91,I1643,QC21-SCALE CHANGES MOOD QUICKLY,dbl+lbl
10y,bcs3_special_needs.dta,92,I1644,QC22-SCALE EXCITABLE IMPULSIVE,dbl+lbl
10y,bcs3_special_needs.dta,93,I1645,QC23-SCALE WORRIED AND ANXIOUS,dbl+lbl
10y,bcs3_special_needs.dta,94,I1646,QC24-SCALE RESTLESS OVERACTIVE,dbl+lbl
10y,bcs3_special_needs.dta,95,I1647,QC25-SCALE SQIRMY FIDGETY,dbl+lbl
10y,bcs3_special_needs.dta,96,I1648,QC26-SCALE EASILY DISTRACTED,dbl+lbl
10y,bcs3_special_needs.dta,97,I1649,QC27-SCALE MANIPULATESOBJECTS,dbl+lbl
10y,bcs3_special_needs.dta,98,I1650,QC28-SCALE DROPS THINGS,dbl+lbl
10y,bcs3_special_needs.dta,99,I1651,QC29-SCALE PAYS ATTENTIO IN CLASS,dbl+lbl
10y,bcs3_special_needs.dta,100,I1652,QC30-SACLE MISERABLE TEARFUL ETC,dbl+lbl
10y,bcs3_special_needs.dta,101,I1653,QC31-SCALE OBSESSIONAL,dbl+lbl
10y,bcs3_special_needs.dta,102,I1654,QC32-SCALE FORGETFUL ON COMPLEX TSK,dbl+lbl
10y,bcs3_special_needs.dta,103,I1655,QC33-SCALE RATHER SOLITARY,dbl+lbl
10y,bcs3_special_needs.dta,104,I1656,QC34-SCALE QUARRELS WITH OTHER KIDS,dbl+lbl
10y,bcs3_special_needs.dta,105,I1657,QC35-SCALE CAN USE MANIPULATIVE EQP,dbl+lbl
10y,bcs3_special_needs.dta,106,I1658,QC36-SCALE LETHARGIC LISTLESS BHVR,dbl+lbl
10y,bcs3_special_needs.dta,107,I1659,QC37-SCALE DESTROYS ?ELONGS,dbl+lbl
10y,bcs3_special_needs.dta,108,I1660,QC37-SCALE HUMS MAKES ODD VOCALS,dbl+lbl
10y,bcs3_special_needs.dta,109,I1661,QC39-SCALE RHYTHMIC TAPPING IN CLS,dbl+lbl
10y,bcs3_special_needs.dta,110,I1662,QC40-SCALE INADEQUATE CONTROL,dbl+lbl
10y,bcs3_special_needs.dta,111,I1663,QC41-SCALE SOILS PANTS IN CLASS,dbl+lbl
10y,bcs3_special_needs.dta,112,I1664,QC42-SCALE ACCIDENT PRONE,dbl+lbl
10y,bcs3_special_needs.dta,113,I1665,QC43-SCALE BULLIES OTHER KIDS,dbl+lbl
10y,bcs3_special_needs.dta,114,I1666,QC44-SCALE SULLEN SULKY,dbl+lbl
10y,bcs3_special_needs.dta,115,I1667,QC45-SCALE TWITCHES OR MANNERISMS,dbl+lbl
10y,bcs3_special_needs.dta,116,I1668,QC46-SCALE TRUANTS,dbl+lbl
10y,bcs3_special_needs.dta,117,I1669,QC47-SCALE FEARFUL IN MOVEMENTS,dbl+lbl
10y,bcs3_special_needs.dta,118,I1670,QC48-SCALE COMPLETES TASKS,dbl+lbl
10y,bcs3_special_needs.dta,119,I1671,QC49-SCALE IS EASILY FRUSTRATED,dbl+lbl
10y,bcs3_special_needs.dta,120,I1672,QC50-SCALE HOLDS INSTRMNTS APRRTLY,dbl+lbl
10y,bcs3_special_needs.dta,121,I1673,QC51-SCALE FAILS TO FINISH TASKS,dbl+lbl
10y,bcs3_special_needs.dta,122,I1674,QC524-SCALE EXTROVERT-INTROVERT,dbl+lbl
10y,bcs3_special_needs.dta,123,I1675,QC52B-SCALE ANXIOUS-UNWORRIED,dbl+lbl
10y,bcs3_special_needs.dta,124,I1759,QD5B-DOES 2ND TEACHER HELP IN   CLASS,dbl+lbl
10y,bcs3_special_needs.dta,125,I1760,QD5C-DOES 3RD TEACHER HELP IN CLASS,dbl+lbl
10y,bcs3_special_needs.dta,126,I1761,QD5D-ARE THERE TEACHER AIDES,dbl+lbl
10y,bcs3_special_needs.dta,127,I1762,QD5E-ARE THERE PARENT HELPERS,dbl+lbl
10y,bcs3_special_needs.dta,128,I1763,QD5F-SCALE GROUPS TAKEN OUTSIDE CLASS,dbl+lbl
10y,bcs3_special_needs.dta,129,I1764,QD5G-ARE INDIVS TAKEN OUTSIDE CLASS,dbl+lbl
10y,bcs3_special_needs.dta,130,I1765,QD6-MATHS-FOUR RULES,dbl+lbl
10y,bcs3_special_needs.dta,131,I1766,QD6-MATHS-OTHER NUMBER OPERATIONS,dbl+lbl
10y,bcs3_special_needs.dta,132,I1767,QD6-MATHS-GEOMETRY,dbl+lbl
10y,bcs3_special_needs.dta,133,I1768,QD6-MATHS-STATISTICS,dbl+lbl
10y,bcs3_special_needs.dta,134,I1769,QD6-MATHS-FRACTIONS,dbl+lbl
10y,bcs3_special_needs.dta,135,I1770,QD6-MATHS-MEASURE,dbl+lbl
10y,bcs3_special_needs.dta,136,I1771,QD6-MATHS-ALGEBRA,dbl+lbl
10y,bcs3_special_needs.dta,137,I1772,QD6-MATHS-OTHERS,dbl+lbl
10y,bcs3_special_needs.dta,138,I1773,QD7A-IS CLASS GIVEN HOMEWORK,dbl+lbl
10y,bcs3_special_needs.dta,139,I1774,QD7-TYPE OF HOMEWORK,dbl+lbl
10y,bcs3_special_needs.dta,140,I1775,QD8A-IS DIRECT PRAISE USE,dbl+lbl
10y,bcs3_special_needs.dta,141,I1776,QD8B-IS NAMING OF CHILDREN USED,dbl+lbl
10y,bcs3_special_needs.dta,142,I1777,QD8C-IS WORK DISPLAYED ON WALL,dbl+lbl
10y,bcs3_special_needs.dta,143,I1778,QD8D-IS FREE TIME AWARDED,dbl+lbl
10y,bcs3_special_needs.dta,144,I1779,QD8E-IS COMPETITION ENCOURAGED,dbl+lbl
10y,bcs3_special_needs.dta,145,I1780,QD8F-ARE OTHER INCENTIVES USED,dbl+lbl
10y,bcs3_special_needs.dta,146,I1790,QD9-SCALE OPEN TEACHING,dbl+lbl
10y,bcs3_special_needs.dta,147,I1791,QD9-DIDACTIC METHODS,dbl+lbl
10y,bcs3_special_needs.dta,148,I1792,QD9-QUESTION-ANSWER METHODS,dbl+lbl
10y,bcs3_special_needs.dta,149,I1793,QD9-FIRM SCHEDULE,dbl+lbl
10y,bcs3_special_needs.dta,150,I1794,QD9-PLANNING INDIVIDUAL TASKS,dbl+lbl
10y,bcs3_special_needs.dta,151,I1803,QD10-ED GOALS CLASSROOM TEST,dbl+lbl
10y,bcs3_special_needs.dta,152,I1804,QD10-ED GOALS CSE O OR A LEVELS,dbl+lbl
10y,bcs3_special_needs.dta,153,I1805,QD10-ED GOALS ENTRANCE EXAMS,dbl+lbl
10y,bcs3_special_needs.dta,154,I1806,QD10-ED GOALS TECH CRAFT TRAINING,dbl+lbl
10y,bcs3_special_needs.dta,155,I1807,QD10-ED GOALS POLY UNI EDUCATION,dbl+lbl
10y,bcs3_special_needs.dta,156,I1808,QD10-ED GOALS JOB-RISK OF UNEMPLMT,dbl+lbl
10y,bcs3_special_needs.dta,157,I1809,QD10-ED GOALS FAMILY TEACHER APRVL,dbl+lbl
10y,bcs3_special_needs.dta,158,I1810,QD10-ED GOALS PEER APPROVAL,dbl+lbl
10y,bcs3_special_needs.dta,159,I1811,QD10-ED GOALS PRIDE IN WORK DONE,dbl+lbl
10y,bcs3_special_needs.dta,160,I1812,QD10-ED GOALS NONE OF THESE,dbl+lbl
10y,bcs3_special_needs.dta,161,I1813,QD11-SCALE SPECIFYING BHVR RULES,dbl+lbl
10y,bcs3_special_needs.dta,162,I1814,QD11-SCALE DVLPG QUESTNG ATTITUDE,dbl+lbl
10y,bcs3_special_needs.dta,163,I1817,QD15-SCHOOL DESCPN-MAINTAINED,dbl+lbl
10y,bcs3_special_needs.dta,164,I1818,QD15-SCHOOL DESCPN-VOLUNTARY CONTL,dbl+lbl
10y,bcs3_special_needs.dta,165,I1819,QD15-SCHOOL DESCPN -  VOLUNTARY AID,dbl+lbl
10y,bcs3_special_needs.dta,166,I1820,QD15-SCHOOL DESCPN-DIRECT GRANT,dbl+lbl
10y,bcs3_special_needs.dta,167,I1821,QD15-SCHOOL DESCPN INDEPENDENT,dbl+lbl
10y,bcs3_special_needs.dta,168,I1822,QD15-SCHOOL DESCPN OTHER,dbl+lbl
10y,bcs3_special_needs.dta,169,I1823,QD16-JUNIOR AND INFANTS ALSO,dbl+lbl
10y,bcs3_special_needs.dta,170,I1824,QD16-MIDDLE AND FIRST ALSO,dbl+lbl
10y,bcs3_special_needs.dta,171,I1825,QD16-JUNIOR ALSO,dbl+lbl
10y,bcs3_special_needs.dta,172,I1826,QD16-MIDDLE ALSO,dbl+lbl
10y,bcs3_special_needs.dta,173,I1827,QD16-ATTACHED NURSERY CLASS ALSO,dbl+lbl
10y,bcs3_special_needs.dta,174,I1828,QD16-PRIORITY AREA ALSO,dbl+lbl
10y,bcs3_special_needs.dta,175,I1829,QD16-SPECIAL ALSO,dbl+lbl
10y,bcs3_special_needs.dta,176,I1830,QD16-OTHER ALSO,dbl+lbl
10y,bcs3_special_needs.dta,177,I1832,QD18-SCALE  POST FOR READING ETC\,dbl+lbl
10y,bcs3_special_needs.dta,178,I1833,QD18A-SCALE POST FOR MATHS\,dbl+lbl
10y,bcs3_special_needs.dta,179,I1834,QD18A-SCALE POST FOR SPECIAL ED\,dbl+lbl
10y,bcs3_special_needs.dta,180,I1835,QD18A-SCALE POST FOR HOME LIASON\,dbl+lbl
10y,bcs3_special_needs.dta,181,I1836,QD18A-DOES SCHOOL HAVE NO SCALES\,dbl+lbl
10y,bcs3_special_needs.dta,182,I1837,QD18B-TEACHER RESP FOR READING ETC,dbl+lbl
10y,bcs3_special_needs.dta,183,I1838,QD18B-TEACHER RESP FOR MATHS\,dbl+lbl
10y,bcs3_special_needs.dta,184,I1839,QD18B-TEACHER RESP FOR RMDL EDUCN\,dbl+lbl
10y,bcs3_special_needs.dta,185,I1840,QD18B-TEACHER RESP FOR HOME LIASON,dbl+lbl
10y,bcs3_special_needs.dta,186,I1841,QD18B-TEACHER NOT RESP FOR ANY\,dbl+lbl
10y,bcs3_special_needs.dta,187,I1842,QD19-ARE ANY CLASSES STREAMED\,dbl+lbl
10y,bcs3_special_needs.dta,188,I1843,QD20-SCALE DIDACTIC PHILOSOPHY,dbl+lbl
10y,bcs3_special_needs.dta,189,I1844,QD20-SCALE STRUCTURED CLASSES,dbl+lbl
10y,bcs3_special_needs.dta,190,I1845,QD20-SCALE LOOSE ADHERENCE,dbl+lbl
10y,bcs3_special_needs.dta,191,I1849,QD22A-CLASS TEACHER RESP BHVR PRBS,dbl+lbl
10y,bcs3_special_needs.dta,192,I1850,QD22A-HEAD RESP FOR BEHAVIOUR PRBS,dbl+lbl
10y,bcs3_special_needs.dta,193,I1851,QD22A-TEACHER WITH SPECIAL RESP,dbl+lbl
10y,bcs3_special_needs.dta,194,I1852,QD22A-EDUCNL PSYCHOLOGIST RESPNSBL,dbl+lbl
10y,bcs3_special_needs.dta,195,I1853,QD22A-NONE OF THE ABOVE RESP,dbl+lbl
10y,bcs3_special_needs.dta,196,I1854,QD22B-PERSONAL PROBS RESP TEAC  HER,dbl+lbl
10y,bcs3_special_needs.dta,197,I1855,QD22B-PERSONAL PROBS RESP HEAD,dbl+lbl
10y,bcs3_special_needs.dta,198,I1856,QD22B-PERSONAL PROBS RESP SPCL T,dbl+lbl
10y,bcs3_special_needs.dta,199,I1857,QD22B-PERSONAL PROBS RESP ED PSYCH,dbl+lbl
10y,bcs3_special_needs.dta,200,I1858,QD22B-PERSONAL PROBS RESP NONE,dbl+lbl
10y,bcs3_special_needs.dta,201,I1859,QD23-DISCIPLINE SUSPENSION ETC,dbl+lbl
10y,bcs3_special_needs.dta,202,I1860,QD23-DISCIPLINE CORPORAL PNSHMENT,dbl+lbl
10y,bcs3_special_needs.dta,203,I1861,QD23-DISCIPLINE OTHER CORPORAL PMT,dbl+lbl
10y,bcs3_special_needs.dta,204,I1862,QD23-DISCIPLINE PHYSICAL EXERCISE,dbl+lbl
10y,bcs3_special_needs.dta,205,I1863,QD23-DISCIPLINE EXTRA WORK,dbl+lbl
10y,bcs3_special_needs.dta,206,I1864,QD23-DISCIPLINE WRITE LINES,dbl+lbl
10y,bcs3_special_needs.dta,207,I1865,QD23-DISCIPLINE KEPT IN,dbl+lbl
10y,bcs3_special_needs.dta,208,I1866,QD23-DISCIPLINE CONFINEMENT,dbl+lbl
10y,bcs3_special_needs.dta,209,I1867,QD23-DISCIPLINE EXCLUSION,dbl+lbl
10y,bcs3_special_needs.dta,210,I1868,QD23-DISCIPLINE DISCUSSION,dbl+lbl
10y,bcs3_special_needs.dta,211,I1869,QD23-DISCIPLINE ADMONISHED,dbl+lbl
10y,bcs3_special_needs.dta,212,I1870,QD23-DISCIPLINE REPORT TO PARENTS,dbl+lbl
10y,bcs3_special_needs.dta,213,I1871,QD23-DISCIPLINE OTHER METHODS,dbl+lbl
10y,bcs3_special_needs.dta,214,I1872,QD26-DESCRIPTION OF TRAFFIC,dbl+lbl
10y,bcs3_special_needs.dta,215,I1873,QD21-MAINTENANCE DAILY SCHEDULE,dbl+lbl
10y,bcs3_special_needs.dta,216,I1874,QD21-MAINTENANCE REGULAR SCHEDULE,dbl+lbl
10y,bcs3_special_needs.dta,217,I1875,QD21-MAINTENANCE LESS REGULAR SCDL,dbl+lbl
10y,bcs3_special_needs.dta,218,I1876,QD21-MAINTENANCE WHEN NECESSARY,dbl+lbl
10y,bcs3_special_needs.dta,219,I1877,QD21-MAINTENANCE DISCIPLINE MEASR,dbl+lbl
10y,bcs3_special_needs.dta,220,I1878,QD21-MAINTENANCE NO WORK EXPECTED,dbl+lbl
10y,bcs3_special_needs.dta,221,I1879,QA33-MOTHER ATTITUDE BALANCED,dbl+lbl
10y,bcs3_special_needs.dta,222,I1880,QA33-MOTHER ATTITUDE EVER-CONCRND,dbl+lbl
10y,bcs3_special_needs.dta,223,I1881,QA33-MOTHER ATTITUDE HOSTILE,dbl+lbl
10y,bcs3_special_needs.dta,224,I1882,QA33-MOTHER ATTITUDE DISMISSIVE,dbl+lbl
10y,bcs3_special_needs.dta,225,I1883,QA33-MOTHER ATTITUDE CANNOT SAY,dbl+lbl
10y,bcs3_special_needs.dta,226,I1884,QA33-MOTHER ATTITUDE NO PARENTS,dbl+lbl
10y,bcs3_special_needs.dta,227,I1885,QA33-FATHER ATTITUDE BALANCED,dbl+lbl
10y,bcs3_special_needs.dta,228,I1886,QA33-FATHER ATTITUDE OVER-CONCRND,dbl+lbl
10y,bcs3_special_needs.dta,229,I1887,QA33-FATHER ATTITUDE HOSTILE,dbl+lbl
10y,bcs3_special_needs.dta,230,I1888,QA33-FATHER ATTITUDE DISMISSIVE,dbl+lbl
10y,bcs3_special_needs.dta,231,I1889,QA33-FATHER ATTITUDE CANNOT SAY,dbl+lbl
10y,bcs3_special_needs.dta,232,I1890,QA33-FATHER ATTITUDE NO PARENTS,dbl+lbl
10y,bcs3_special_needs.dta,233,I1891,DERIVED SPEECH PROBLEM VARIABLE,dbl+lbl
10y,bcs3_special_needs.dta,234,I1892,DESCPN OF OTHER SCHOOL SUP TO i1512,dbl+lbl
10y,bcs3_special_needs.dta,235,I1893,OTHER TYPE OF HELP SUPP TO i1534,dbl+lbl
10y,bcs3_special_needs.dta,236,I1894,DESCPN OF SPECIAL SCHOOL SUPP TO I1512,dbl+lbl
10y,bcs3_special_needs.dta,237,I1895,OTHER REASON FOR ABSENCE FROM SCHOOL-SUP,dbl+lbl
10y,bcs3_special_needs.dta,238,I1896,OTHER TYPE OF SPECIAL HELP SUPP TO I1522,dbl+lbl
10y,bcs3_special_needs.dta,239,I1900,FATHERS SOCIAL CLASS 1980,dbl+lbl
10y,bcs3_special_needs.dta,240,I1901,FATHERS SOCIAL CLASS 1970,dbl+lbl
10y,bcs3_special_needs.dta,241,I1902,MOTHERS SOCIAL CLASS 1980,dbl+lbl
10y,bcs3_special_needs.dta,242,I1903,MOTHER SOCIAL CLASS 1970,dbl+lbl
10y,bcs3_special_needs.dta,243,I1904,IMPAIREMENT 1,dbl+lbl
10y,bcs3_special_needs.dta,244,I1905,IMPAIREMENT 2,dbl+lbl
10y,bcs3_special_needs.dta,245,I1906,IMPAIREMENT 3,dbl+lbl
10y,bcs3_special_needs.dta,246,I1907,IMPAIREMENT 4,dbl+lbl
10y,bcs3_special_needs.dta,247,I1908,IMPAIREMENT 5,dbl+lbl
10y,bcs3_special_needs.dta,248,I1909,MENTAL RETARDATION,dbl+lbl
10y,bcs3_special_needs.dta,249,I1910,BEHAVIOUR PROBLEMS (DERIVED): Disruptive/destructive?,dbl+lbl
10y,bcs3_special_needs.dta,250,I1911,BEHAVIOUR PROBLEMS (DERIVED): Hyperactive/school refusal?,dbl+lbl
10y,bcs3_special_needs.dta,251,I1912,BEHAVIOUR PROBLEMS (DERIVED): Steaing/timid/shy?,dbl+lbl
10y,bcs3_special_needs.dta,252,I1913,BEHAVIOUR PROBLEMS (DERIVED): ESN?,dbl+lbl
10y,bcs3_special_needs.dta,253,S8,VOCAB ITEM 1-ELEPHANT,dbl+lbl
10y,bcs3_special_needs.dta,254,S9,VOCAB ITEM 2-PLAYGROUND,dbl+lbl
10y,bcs3_special_needs.dta,255,S10,VOCAB ITEM 3-PLUG,dbl+lbl
10y,bcs3_special_needs.dta,256,S11,VOCAB ITEM 4-RHUBARB,dbl+lbl
10y,bcs3_special_needs.dta,257,S12,VOCAB ITEM 5-AEROPLANE,dbl+lbl
10y,bcs3_special_needs.dta,258,S13,VOCAB ITEM 6-EYEBROW,dbl+lbl
10y,bcs3_special_needs.dta,259,S14,VOCAB ITEM 7-ELBOW,dbl+lbl
10y,bcs3_special_needs.dta,260,S15,VOCAB ITEM 8-SUN,dbl+lbl
10y,bcs3_special_needs.dta,261,S16,VOCAB ITEM 9-CHURCH,dbl+lbl
10y,bcs3_special_needs.dta,262,S17,VOCAB ITEM 10-PROJECTOR,dbl+lbl
10y,bcs3_special_needs.dta,263,S18,VOCAB ITEM 11-FOSSIL,dbl+lbl
10y,bcs3_special_needs.dta,264,S19,VOCAB ITEM 12-DIVER,dbl+lbl
10y,bcs3_special_needs.dta,265,S20,VOCAB ITEM 13-WARDROBE,dbl+lbl
10y,bcs3_special_needs.dta,266,S21,VOCAB ITEM 14-HYENA,dbl+lbl
10y,bcs3_special_needs.dta,267,S22,VOCAB ITEM 15-SWEETS,dbl+lbl
10y,bcs3_special_needs.dta,268,S23,VOCAB ITEM 16-CINEMA,dbl+lbl
10y,bcs3_special_needs.dta,269,S24,VOCAB ITEM 17-CAKE,dbl+lbl
10y,bcs3_special_needs.dta,270,S25,VOCAB ITEM 18-IRON,dbl+lbl
10y,bcs3_special_needs.dta,271,S26,VOCAB ITEM 19-FIRE-ENGINE,dbl+lbl
10y,bcs3_special_needs.dta,272,S27,VOCAB ITEM 20-WAISTCOAT,dbl+lbl
10y,bcs3_special_needs.dta,273,S28,VOCAB ITEM 21-CORKSCREW,dbl+lbl
10y,bcs3_special_needs.dta,274,S29,VOCAB ITEM 22-OINTMENT,dbl+lbl
10y,bcs3_special_needs.dta,275,S30,VACOB ITEM  23-TELESCOPE,dbl+lbl
10y,bcs3_special_needs.dta,276,S31,VOCAB ITEM 24-MOUNTAIN,dbl+lbl
10y,bcs3_special_needs.dta,277,S32,VOCAB ITEM 25-VEIL,dbl+lbl
10y,bcs3_special_needs.dta,278,S33,VOCAB ITEM 26-PEDESTRIAN,dbl+lbl
10y,bcs3_special_needs.dta,279,S34,VOCAB ITEM 27-REPTILE,dbl+lbl
10y,bcs3_special_needs.dta,280,S35,VOCAB ITEM 28-TOBOGGAN,dbl+lbl
10y,bcs3_special_needs.dta,281,S36,VOCAB ITEM 29-MIGRATION,dbl+lbl
10y,bcs3_special_needs.dta,282,S37,VOCAB ITEM 30-DESTINATION,dbl+lbl
10y,bcs3_special_needs.dta,283,S38,VOCAB ITEM 31-CROCKERY,dbl+lbl
10y,bcs3_special_needs.dta,284,S39,VOCAB ITEM 32-SATURATION,dbl+lbl
10y,bcs3_special_needs.dta,285,S40,VOCAB ITEM 33-GARMENT,dbl+lbl
10y,bcs3_special_needs.dta,286,S41,VOCAB ITEM 34-NOURISHMENT,dbl+lbl
10y,bcs3_special_needs.dta,287,S42,VOCAB ITEM 35-ECLIPSE,dbl+lbl
10y,bcs3_special_needs.dta,288,S43,VOCAB ITEM 36-IMPLEMENT,dbl+lbl
10y,bcs3_special_needs.dta,289,S44,VOCAB ITEM 37-DOUSE,dbl+lbl
10y,bcs3_special_needs.dta,290,S45,VOCAB ITEM 38-GEYSER,dbl+lbl
10y,bcs3_special_needs.dta,291,S46,VOCAB ITEM 39-OSTEOPATH,dbl+lbl
10y,bcs3_special_needs.dta,292,S47,VOCAB ITEM 40-UPHOLSTREY,dbl+lbl
10y,bcs3_special_needs.dta,293,S48,VOCAB ITEM 41-DETRITUS,dbl+lbl
10y,bcs3_special_needs.dta,294,S49,VOCAB ITEM 42-APEX,dbl+lbl
10y,bcs3_special_needs.dta,295,S50,VOCAB ITEM 43-SUBMERGENCE,dbl+lbl
10y,bcs3_special_needs.dta,296,S51,VOCAB ITEM 44-ACCESSORIES,dbl+lbl
10y,bcs3_special_needs.dta,297,S52,VOCAB ITEM 45-ABSTINENCE,dbl+lbl
10y,bcs3_special_needs.dta,298,S53,VOCAB ITEM 46-ARBITRATOR,dbl+lbl
10y,bcs3_special_needs.dta,299,S54,VOCAB ITEM 47-EROSION,dbl+lbl
10y,bcs3_special_needs.dta,300,S55,VOCAB ITEM 48-RADIATION,dbl+lbl
10y,bcs3_special_needs.dta,301,S56,VOCAB ITEM 49-QUAGMIRE,dbl+lbl
10y,bcs3_special_needs.dta,302,S57,VOCAB ITEM 50-BARRISTER,dbl+lbl
10y,bcs3_special_needs.dta,303,S58,VOCAB ITEM 51-SUBURB,dbl+lbl
10y,bcs3_special_needs.dta,304,S59,VOCAB ITEM 52-CARNIVORE,dbl+lbl
10y,bcs3_special_needs.dta,305,S60,VOCAB ITEM 53-CONSTELLATION,dbl+lbl
10y,bcs3_special_needs.dta,306,S61,VOCAB ITEM 54-PROFILE,dbl+lbl
10y,bcs3_special_needs.dta,307,S62,VOCAB ITEM 55-VERANDAH,dbl+lbl
10y,bcs3_special_needs.dta,308,S66,VOCAB ITEM 56-DUPLICATE,dbl+lbl
10y,bcs3_special_needs.dta,309,S67,VOCAB ITEM 57-HORTICULTURE,dbl+lbl
10y,bcs3_special_needs.dta,310,S68,VOCAB ITEM 58-VORTEX,dbl+lbl
10y,bcs3_special_needs.dta,311,S69,VOCAB ITEM 59-ABODE,dbl+lbl
10y,bcs3_special_needs.dta,312,S70,VOCAB ITEM 60-CIVILIAN,dbl+lbl
10y,bcs3_special_needs.dta,313,S71,VOCAB ITEM 61-VISTA,dbl+lbl
10y,bcs3_special_needs.dta,314,S72,VOCAB ITEM 62-CONDIMENTS,dbl+lbl
10y,bcs3_special_needs.dta,315,S73,VOCAB ITEM 63-METAMORPHOSIS,dbl+lbl
10y,bcs3_special_needs.dta,316,S74,VOCAB ITEM 64-ZENITH,dbl+lbl
10y,bcs3_special_needs.dta,317,S75,VOCAB ITEM 65-ITINERARY,dbl+lbl
10y,bcs3_special_needs.dta,318,S76,VOCAB ITEM 66-SINEW,dbl+lbl
10y,bcs3_special_needs.dta,319,S77,VOCAB ITEM 67-PARAPHERNALIA,dbl+lbl
10y,bcs3_special_needs.dta,320,S78,VOCAB ITEM 68-HOSIERY,dbl+lbl
10y,bcs3_special_needs.dta,321,S79,VOCAB ITEM 69-ZONE,dbl+lbl
10y,bcs3_special_needs.dta,322,S80,VOCAB ITEM 70-VERTEBRATE,dbl+lbl
10y,bcs3_special_needs.dta,323,S81,VOCAB ITEM 71-FORMULA,dbl+lbl
10y,bcs3_special_needs.dta,324,S82,SENTENCES Q72-NO HOUSE HAS A CHIMNEY,dbl+lbl
10y,bcs3_special_needs.dta,325,S83,SENTENCES Q73-NO BALL HAS SPOTS,dbl+lbl
10y,bcs3_special_needs.dta,326,S84,SENTENCES Q74-ALTHOUGH IT WAS RAINING...,dbl+lbl
10y,bcs3_special_needs.dta,327,S85,SENTENCES Q75-THE LORRY WITH THE...,dbl+lbl
10y,bcs3_special_needs.dta,328,S86,SENTENCES Q76-BEFORE THE BALL...,dbl+lbl
10y,bcs3_special_needs.dta,329,S87,SENTENCES Q77-THE HOUSE WAS AS TALL...,dbl+lbl
10y,bcs3_special_needs.dta,330,S88,SENTENCES Q78-ONLY THE CAT IS WITHOUT...,dbl+lbl
10y,bcs3_special_needs.dta,331,S89,SENTENCES Q79-NOT ALL THE CHAINS ARE...,dbl+lbl
10y,bcs3_special_needs.dta,332,S90,SENTENCES Q80-NOT ONLY THE CHILDREN...,dbl+lbl
10y,bcs3_special_needs.dta,333,S91,SENTENCES Q81-NOT ONLY THE CURTAINS...,dbl+lbl
